"사망원인별(104항목)","성별","연령(5세)별","시점",사망자수 (명)
"정신 및 행동장애 (F01-F99)","여자","75 - 79세","2017",217
"정신 및 행동장애 (F01-F99)","여자","75 - 79세","2018",228
"정신 및 행동장애 (F01-F99)","여자","75 - 79세","2019",192
"정신 및 행동장애 (F01-F99)","여자","75 - 79세","2020",145
"정신 및 행동장애 (F01-F99)","여자","75 - 79세","2021",123
"정신 및 행동장애 (F01-F99)","여자","75 - 79세","2022",109
"정신 및 행동장애 (F01-F99)","여자","80세이상","2012",2693
"정신 및 행동장애 (F01-F99)","여자","80세이상","2013",2433
"정신 및 행동장애 (F01-F99)","여자","80세이상","2014",2490
"정신 및 행동장애 (F01-F99)","여자","80세이상","2015",2564
"정신 및 행동장애 (F01-F99)","여자","80세이상","2016",2530
"정신 및 행동장애 (F01-F99)","여자","80세이상","2017",2615
"정신 및 행동장애 (F01-F99)","여자","80세이상","2018",2081
"정신 및 행동장애 (F01-F99)","여자","80세이상","2019",2183
"정신 및 행동장애 (F01-F99)","여자","80세이상","2020",1865
"정신 및 행동장애 (F01-F99)","여자","80세이상","2021",1337
"정신 및 행동장애 (F01-F99)","여자","80세이상","2022",1432
"정신 및 행동장애 (F01-F99)","여자","80 - 84세","2012",749
"정신 및 행동장애 (F01-F99)","여자","80 - 84세","2013",648
"정신 및 행동장애 (F01-F99)","여자","80 - 84세","2014",646
"정신 및 행동장애 (F01-F99)","여자","80 - 84세","2015",615
"정신 및 행동장애 (F01-F99)","여자","80 - 84세","2016",647
"정신 및 행동장애 (F01-F99)","여자","80 - 84세","2017",609
"정신 및 행동장애 (F01-F99)","여자","80 - 84세","2018",459
"정신 및 행동장애 (F01-F99)","여자","80 - 84세","2019",463
"정신 및 행동장애 (F01-F99)","여자","80 - 84세","2020",386
"정신 및 행동장애 (F01-F99)","여자","80 - 84세","2021",282
"정신 및 행동장애 (F01-F99)","여자","80 - 84세","2022",271
"정신 및 행동장애 (F01-F99)","여자","85 - 89세","2012",922
"정신 및 행동장애 (F01-F99)","여자","85 - 89세","2013",891
"정신 및 행동장애 (F01-F99)","여자","85 - 89세","2014",842
"정신 및 행동장애 (F01-F99)","여자","85 - 89세","2015",943
"정신 및 행동장애 (F01-F99)","여자","85 - 89세","2016",907
"정신 및 행동장애 (F01-F99)","여자","85 - 89세","2017",932
"정신 및 행동장애 (F01-F99)","여자","85 - 89세","2018",715
"정신 및 행동장애 (F01-F99)","여자","85 - 89세","2019",731
"정신 및 행동장애 (F01-F99)","여자","85 - 89세","2020",623
"정신 및 행동장애 (F01-F99)","여자","85 - 89세","2021",471
"정신 및 행동장애 (F01-F99)","여자","85 - 89세","2022",478
"정신 및 행동장애 (F01-F99)","여자","90세이상","2012",1022
"정신 및 행동장애 (F01-F99)","여자","90세이상","2013",894
"정신 및 행동장애 (F01-F99)","여자","90세이상","2014",1002
"정신 및 행동장애 (F01-F99)","여자","90세이상","2015",1006
"정신 및 행동장애 (F01-F99)","여자","90세이상","2016",976
"정신 및 행동장애 (F01-F99)","여자","90세이상","2017",1074
"정신 및 행동장애 (F01-F99)","여자","90세이상","2018",907
"정신 및 행동장애 (F01-F99)","여자","90세이상","2019",989
"정신 및 행동장애 (F01-F99)","여자","90세이상","2020",856
"정신 및 행동장애 (F01-F99)","여자","90세이상","2021",584
"정신 및 행동장애 (F01-F99)","여자","90세이상","2022",683
"정신 및 행동장애 (F01-F99)","여자","15세 미만","2012",1
"정신 및 행동장애 (F01-F99)","여자","15세 미만","2013",0
"정신 및 행동장애 (F01-F99)","여자","15세 미만","2014",0
"정신 및 행동장애 (F01-F99)","여자","15세 미만","2015",1
"정신 및 행동장애 (F01-F99)","여자","15세 미만","2016",0
"정신 및 행동장애 (F01-F99)","여자","15세 미만","2017",2
"정신 및 행동장애 (F01-F99)","여자","15세 미만","2018",0
"정신 및 행동장애 (F01-F99)","여자","15세 미만","2019",1
"정신 및 행동장애 (F01-F99)","여자","15세 미만","2020",1
"정신 및 행동장애 (F01-F99)","여자","15세 미만","2021",0
"정신 및 행동장애 (F01-F99)","여자","15세 미만","2022",0
"정신 및 행동장애 (F01-F99)","여자","15 - 64세","2012",109
"정신 및 행동장애 (F01-F99)","여자","15 - 64세","2013",127
"정신 및 행동장애 (F01-F99)","여자","15 - 64세","2014",98
"정신 및 행동장애 (F01-F99)","여자","15 - 64세","2015",107
"정신 및 행동장애 (F01-F99)","여자","15 - 64세","2016",118
"정신 및 행동장애 (F01-F99)","여자","15 - 64세","2017",127
"정신 및 행동장애 (F01-F99)","여자","15 - 64세","2018",125
"정신 및 행동장애 (F01-F99)","여자","15 - 64세","2019",113
"정신 및 행동장애 (F01-F99)","여자","15 - 64세","2020",136
"정신 및 행동장애 (F01-F99)","여자","15 - 64세","2021",129
"정신 및 행동장애 (F01-F99)","여자","15 - 64세","2022",123
"정신 및 행동장애 (F01-F99)","여자","65세 이상","2012",3249
"정신 및 행동장애 (F01-F99)","여자","65세 이상","2013",2924
"정신 및 행동장애 (F01-F99)","여자","65세 이상","2014",2918
"정신 및 행동장애 (F01-F99)","여자","65세 이상","2015",2999
"정신 및 행동장애 (F01-F99)","여자","65세 이상","2016",2908
"정신 및 행동장애 (F01-F99)","여자","65세 이상","2017",2959
"정신 및 행동장애 (F01-F99)","여자","65세 이상","2018",2385
"정신 및 행동장애 (F01-F99)","여자","65세 이상","2019",2463
"정신 및 행동장애 (F01-F99)","여자","65세 이상","2020",2087
"정신 및 행동장애 (F01-F99)","여자","65세 이상","2021",1539
"정신 및 행동장애 (F01-F99)","여자","65세 이상","2022",1639
"정신 및 행동장애 (F01-F99)","여자","연령미상","2012",1
"정신 및 행동장애 (F01-F99)","여자","연령미상","2013",1
"정신 및 행동장애 (F01-F99)","여자","연령미상","2014",0
"정신 및 행동장애 (F01-F99)","여자","연령미상","2015",1
"정신 및 행동장애 (F01-F99)","여자","연령미상","2016",3
"정신 및 행동장애 (F01-F99)","여자","연령미상","2017",0
"정신 및 행동장애 (F01-F99)","여자","연령미상","2018",0
"정신 및 행동장애 (F01-F99)","여자","연령미상","2019",0
"정신 및 행동장애 (F01-F99)","여자","연령미상","2020",0
"정신 및 행동장애 (F01-F99)","여자","연령미상","2021",1
"정신 및 행동장애 (F01-F99)","여자","연령미상","2022",0
"신경계통의 질환 (G00-G98)","남자","0세","2012",17
"신경계통의 질환 (G00-G98)","남자","0세","2013",7
"신경계통의 질환 (G00-G98)","남자","0세","2014",8
"신경계통의 질환 (G00-G98)","남자","0세","2015",11
"신경계통의 질환 (G00-G98)","남자","0세","2016",8
"신경계통의 질환 (G00-G98)","남자","0세","2017",10
"신경계통의 질환 (G00-G98)","남자","0세","2018",13
"신경계통의 질환 (G00-G98)","남자","0세","2019",4
"신경계통의 질환 (G00-G98)","남자","0세","2020",4
"신경계통의 질환 (G00-G98)","남자","0세","2021",8
"신경계통의 질환 (G00-G98)","남자","0세","2022",5
"신경계통의 질환 (G00-G98)","남자","1 - 4세","2012",39
"신경계통의 질환 (G00-G98)","남자","1 - 4세","2013",42
"신경계통의 질환 (G00-G98)","남자","1 - 4세","2014",22
"신경계통의 질환 (G00-G98)","남자","1 - 4세","2015",16
"신경계통의 질환 (G00-G98)","남자","1 - 4세","2016",24
"신경계통의 질환 (G00-G98)","남자","1 - 4세","2017",20
"신경계통의 질환 (G00-G98)","남자","1 - 4세","2018",21
"신경계통의 질환 (G00-G98)","남자","1 - 4세","2019",18
"신경계통의 질환 (G00-G98)","남자","1 - 4세","2020",17
"신경계통의 질환 (G00-G98)","남자","1 - 4세","2021",14
"신경계통의 질환 (G00-G98)","남자","1 - 4세","2022",14
"신경계통의 질환 (G00-G98)","남자","5 - 9세","2012",28
"신경계통의 질환 (G00-G98)","남자","5 - 9세","2013",15
"신경계통의 질환 (G00-G98)","남자","5 - 9세","2014",13
"신경계통의 질환 (G00-G98)","남자","5 - 9세","2015",18
"신경계통의 질환 (G00-G98)","남자","5 - 9세","2016",23
"신경계통의 질환 (G00-G98)","남자","5 - 9세","2017",15
"신경계통의 질환 (G00-G98)","남자","5 - 9세","2018",13
"신경계통의 질환 (G00-G98)","남자","5 - 9세","2019",12
"신경계통의 질환 (G00-G98)","남자","5 - 9세","2020",8
"신경계통의 질환 (G00-G98)","남자","5 - 9세","2021",10
"신경계통의 질환 (G00-G98)","남자","5 - 9세","2022",16
"신경계통의 질환 (G00-G98)","남자","10 - 14세","2012",22
"신경계통의 질환 (G00-G98)","남자","10 - 14세","2013",25
"신경계통의 질환 (G00-G98)","남자","10 - 14세","2014",20
"신경계통의 질환 (G00-G98)","남자","10 - 14세","2015",18
"신경계통의 질환 (G00-G98)","남자","10 - 14세","2016",16
"신경계통의 질환 (G00-G98)","남자","10 - 14세","2017",14
"신경계통의 질환 (G00-G98)","남자","10 - 14세","2018",18
"신경계통의 질환 (G00-G98)","남자","10 - 14세","2019",11
"신경계통의 질환 (G00-G98)","남자","10 - 14세","2020",8
"신경계통의 질환 (G00-G98)","남자","10 - 14세","2021",19
"신경계통의 질환 (G00-G98)","남자","10 - 14세","2022",13
"신경계통의 질환 (G00-G98)","남자","15 - 19세","2012",38
"신경계통의 질환 (G00-G98)","남자","15 - 19세","2013",35
"신경계통의 질환 (G00-G98)","남자","15 - 19세","2014",33
"신경계통의 질환 (G00-G98)","남자","15 - 19세","2015",30
"신경계통의 질환 (G00-G98)","남자","15 - 19세","2016",35
"신경계통의 질환 (G00-G98)","남자","15 - 19세","2017",31
"신경계통의 질환 (G00-G98)","남자","15 - 19세","2018",39
"신경계통의 질환 (G00-G98)","남자","15 - 19세","2019",30
"신경계통의 질환 (G00-G98)","남자","15 - 19세","2020",15
"신경계통의 질환 (G00-G98)","남자","15 - 19세","2021",27
"신경계통의 질환 (G00-G98)","남자","15 - 19세","2022",17
"신경계통의 질환 (G00-G98)","남자","20 - 24세","2012",35
"신경계통의 질환 (G00-G98)","남자","20 - 24세","2013",38
"신경계통의 질환 (G00-G98)","남자","20 - 24세","2014",33
"신경계통의 질환 (G00-G98)","남자","20 - 24세","2015",45
"신경계통의 질환 (G00-G98)","남자","20 - 24세","2016",24
"신경계통의 질환 (G00-G98)","남자","20 - 24세","2017",44
"신경계통의 질환 (G00-G98)","남자","20 - 24세","2018",40
"신경계통의 질환 (G00-G98)","남자","20 - 24세","2019",28
"신경계통의 질환 (G00-G98)","남자","20 - 24세","2020",32
"신경계통의 질환 (G00-G98)","남자","20 - 24세","2021",23
"신경계통의 질환 (G00-G98)","남자","20 - 24세","2022",30
"신경계통의 질환 (G00-G98)","남자","25 - 29세","2012",26
"신경계통의 질환 (G00-G98)","남자","25 - 29세","2013",34
"신경계통의 질환 (G00-G98)","남자","25 - 29세","2014",20
"신경계통의 질환 (G00-G98)","남자","25 - 29세","2015",41
"신경계통의 질환 (G00-G98)","남자","25 - 29세","2016",28
"신경계통의 질환 (G00-G98)","남자","25 - 29세","2017",25
"신경계통의 질환 (G00-G98)","남자","25 - 29세","2018",22
"신경계통의 질환 (G00-G98)","남자","25 - 29세","2019",24
"신경계통의 질환 (G00-G98)","남자","25 - 29세","2020",23
"신경계통의 질환 (G00-G98)","남자","25 - 29세","2021",30
"신경계통의 질환 (G00-G98)","남자","25 - 29세","2022",41
"신경계통의 질환 (G00-G98)","남자","30 - 34세","2012",16
"신경계통의 질환 (G00-G98)","남자","30 - 34세","2013",27
"신경계통의 질환 (G00-G98)","남자","30 - 34세","2014",39
"신경계통의 질환 (G00-G98)","남자","30 - 34세","2015",23
"신경계통의 질환 (G00-G98)","남자","30 - 34세","2016",27
"신경계통의 질환 (G00-G98)","남자","30 - 34세","2017",21
"신경계통의 질환 (G00-G98)","남자","30 - 34세","2018",21
"신경계통의 질환 (G00-G98)","남자","30 - 34세","2019",19
"신경계통의 질환 (G00-G98)","남자","30 - 34세","2020",21
"신경계통의 질환 (G00-G98)","남자","30 - 34세","2021",20
"신경계통의 질환 (G00-G98)","남자","30 - 34세","2022",30
"신경계통의 질환 (G00-G98)","남자","35 - 39세","2012",44
"신경계통의 질환 (G00-G98)","남자","35 - 39세","2013",38
"신경계통의 질환 (G00-G98)","남자","35 - 39세","2014",31
"신경계통의 질환 (G00-G98)","남자","35 - 39세","2015",33
"신경계통의 질환 (G00-G98)","남자","35 - 39세","2016",27
"신경계통의 질환 (G00-G98)","남자","35 - 39세","2017",28
"신경계통의 질환 (G00-G98)","남자","35 - 39세","2018",36
"신경계통의 질환 (G00-G98)","남자","35 - 39세","2019",30
"신경계통의 질환 (G00-G98)","남자","35 - 39세","2020",32
"신경계통의 질환 (G00-G98)","남자","35 - 39세","2021",37
"신경계통의 질환 (G00-G98)","남자","35 - 39세","2022",36
"신경계통의 질환 (G00-G98)","남자","40 - 44세","2012",50
"신경계통의 질환 (G00-G98)","남자","40 - 44세","2013",52
"신경계통의 질환 (G00-G98)","남자","40 - 44세","2014",47
"신경계통의 질환 (G00-G98)","남자","40 - 44세","2015",64
"신경계통의 질환 (G00-G98)","남자","40 - 44세","2016",44
"신경계통의 질환 (G00-G98)","남자","40 - 44세","2017",54
"신경계통의 질환 (G00-G98)","남자","40 - 44세","2018",35
"신경계통의 질환 (G00-G98)","남자","40 - 44세","2019",44
"신경계통의 질환 (G00-G98)","남자","40 - 44세","2020",40
"신경계통의 질환 (G00-G98)","남자","40 - 44세","2021",45
"신경계통의 질환 (G00-G98)","남자","40 - 44세","2022",64
"신경계통의 질환 (G00-G98)","남자","45 - 49세","2012",102
"신경계통의 질환 (G00-G98)","남자","45 - 49세","2013",88
"신경계통의 질환 (G00-G98)","남자","45 - 49세","2014",76
"신경계통의 질환 (G00-G98)","남자","45 - 49세","2015",79
"신경계통의 질환 (G00-G98)","남자","45 - 49세","2016",83
"신경계통의 질환 (G00-G98)","남자","45 - 49세","2017",94
"신경계통의 질환 (G00-G98)","남자","45 - 49세","2018",84
"신경계통의 질환 (G00-G98)","남자","45 - 49세","2019",94
"신경계통의 질환 (G00-G98)","남자","45 - 49세","2020",76
"신경계통의 질환 (G00-G98)","남자","45 - 49세","2021",85
"신경계통의 질환 (G00-G98)","남자","45 - 49세","2022",83
"신경계통의 질환 (G00-G98)","남자","50 - 54세","2012",135
"신경계통의 질환 (G00-G98)","남자","50 - 54세","2013",135
"신경계통의 질환 (G00-G98)","남자","50 - 54세","2014",128
"신경계통의 질환 (G00-G98)","남자","50 - 54세","2015",136
"신경계통의 질환 (G00-G98)","남자","50 - 54세","2016",138
"신경계통의 질환 (G00-G98)","남자","50 - 54세","2017",118
"신경계통의 질환 (G00-G98)","남자","50 - 54세","2018",127
"신경계통의 질환 (G00-G98)","남자","50 - 54세","2019",131
"신경계통의 질환 (G00-G98)","남자","50 - 54세","2020",127
"신경계통의 질환 (G00-G98)","남자","50 - 54세","2021",136
"신경계통의 질환 (G00-G98)","남자","50 - 54세","2022",173
"신경계통의 질환 (G00-G98)","남자","55 - 59세","2012",157
"신경계통의 질환 (G00-G98)","남자","55 - 59세","2013",209
"신경계통의 질환 (G00-G98)","남자","55 - 59세","2014",163
"신경계통의 질환 (G00-G98)","남자","55 - 59세","2015",185
"신경계통의 질환 (G00-G98)","남자","55 - 59세","2016",219
"신경계통의 질환 (G00-G98)","남자","55 - 59세","2017",205
"신경계통의 질환 (G00-G98)","남자","55 - 59세","2018",214
"신경계통의 질환 (G00-G98)","남자","55 - 59세","2019",199
"신경계통의 질환 (G00-G98)","남자","55 - 59세","2020",179
"신경계통의 질환 (G00-G98)","남자","55 - 59세","2021",205
"신경계통의 질환 (G00-G98)","남자","55 - 59세","2022",245
"신경계통의 질환 (G00-G98)","남자","60 - 64세","2012",173
"신경계통의 질환 (G00-G98)","남자","60 - 64세","2013",189
"신경계통의 질환 (G00-G98)","남자","60 - 64세","2014",220
"신경계통의 질환 (G00-G98)","남자","60 - 64세","2015",227
"신경계통의 질환 (G00-G98)","남자","60 - 64세","2016",232
"신경계통의 질환 (G00-G98)","남자","60 - 64세","2017",261
"신경계통의 질환 (G00-G98)","남자","60 - 64세","2018",317
"신경계통의 질환 (G00-G98)","남자","60 - 64세","2019",283
"신경계통의 질환 (G00-G98)","남자","60 - 64세","2020",293
"신경계통의 질환 (G00-G98)","남자","60 - 64세","2021",345
"신경계통의 질환 (G00-G98)","남자","60 - 64세","2022",417
"신경계통의 질환 (G00-G98)","남자","65 - 69세","2012",265
"신경계통의 질환 (G00-G98)","남자","65 - 69세","2013",273
